Cluster,cluster_rank,composite_score,Session_Summary_original
3,3.0,0.752202310564234,"vif (variance inflation factor)
purpose: vif is used to detect multicollinearity in regression models.
process: we progressively removed values of ei (likely referring to certain features or variables).
outcome: the test was conducted in code 2, and it helped in removing extra features.

bca (principal component analysis)
principal components (pc):
  principal components are orthogonal, meaning they are uncorrelated.
  the maximum number of components is equal to the number of dimensions in the original dataset.

variance explained by components:
  the first principal component (pc1) explains most of the variance in the data.
  the second principal component (pc2) explains the next largest portion of the variance, and so on.

loadings:
  if pc1 is a linear combination of original features, say c1x1 + c2x2 + c3x3, the parameters c1, c2, c3 are called loadings.
  the loading values indicate the strength of influence that each variable has on the component. for example, if c3 is large for pc1, then x3 (the original variable) greatly influences the variance explained by pc1.

multicollinearity:
  vif is typically calculated first to detect and address multicollinearity, which can be an issue in regression models.

loss of interpretability with pca:
  one downside of pca is that it loses interpretability. for instance, if x1 is a known parameter, we cannot easily quantify how changes in x1 will affect the result after applying pca.

uses of pca:
  dimension reduction: pca helps reduce the number of variables, making the data easier to handle.
  prediction models: pca can be used to create more efficient predictive models.
  visualization: pca is often used for visualizing high-dimensional data by reducing it to two or three dimensions.

choosing between models:
  there is a choice between using y = fx (where f is a matrix of features) or using y = pcs (principal components).
  it is generally better to normalize the data before performing pca to ensure that all features are treated equally in terms of their influence on the components.

mnist dataset and normalization
normalization importance:
  pca on the mnist dataset highlighted the importance of normalizing the data. normalization ensures that all features contribute equally to the principal components.

t-sne (t-distributed stochastic neighbor embedding)
overview: t-sne is a lossy transformation technique that is commonly used for dimensionality reduction and visualization, particularly for high-dimensional data.

methodology:
  t-sne uses gradient descent and stochastic methods.
  step 1: create a probability distribution for each observation in the dataset.
  more accurately, we calculate a distribution that represents the distance between each point and every other point in the dataset.
  hence, there are n x n distributions, where n is the number of data points.

why t-distribution:
  a t-distribution is used because it is flatter compared to a normal distribution, making it more sensitive to long-distance points. this helps in maintaining the relationships between distant points.

goal: the goal of t-sne is to minimize the kullback-leibler (kl) divergence, which measures the difference between the original high-dimensional probability distribution and the low-dimensional projection.
"
3,4.0,0.7439114666898005,"today's session discussed variance inflation factor (vif) and principal component analysis (pca) in-depth.

we first discussed vif, a statistical factor to check for multicollinearity among independent variables in regression models. we understood that high vif suggests high correlation between independent variables, which tends to bias the coefficient estimates and decrease model interpretability. the session discussed vif, its interpretation, and how to deal with multicollinearity. the method consists of removing features individually, beginning from the largest vif, so that all remaining features have a vif value less than an arbitrarily selected value. this both reduces the curse of dimensionality and enhances the performance of the model. we also saw that vif scores would tend to form an elbow-like pattern upon plotting, from which a threshold can be conveniently determined.

then, we discussed pca, which is an unsupervised method of reducing dimension with retaining the maximum variance in the data. pca is dependent on singular value decomposition (svd) and assists in transforming data to a new set of uncorrelated principal components. principal components are orthogonal to one another, thus ensuring that multicollinearity is removed. we also observed how pca has the capability of dimension reduction from higher dimensions to lower dimensions, as in the example where data was reduced from two dimensions to one.

a major difference between vif and pca was explored. vif is usually performed first to provide better interpretability because it maintains the original features, which would make prediction simpler to interpret. pca, however, converts features into principal components, so it is better used for ""what-if"" analysis or delta analysis than for explicit prediction.

the session also touched on various applications of pca, such as dimensionality reduction, predictive modeling, and visualization (particularly in exploratory data analysis - eda). but we observed that pca is scale-dependent, and thus normalization becomes an essential preprocessing step.

near the conclusion, t-sne (t-distributed stochastic neighbor embedding) was introduced as yet another dimension reduction method. it was briefly mentioned how a gaussian and t-distribution comparison on the same dataset highlighted differences between them in picking up data variance.

the session, in summary, illustrated how vif and pca assist with multicollinearity and dimension reduction, ensuring machine learning models are interpretable and effective."
3,5.0,0.7346555193635298,"in this class, sir told that he will discuss about data problems. if the correlation between data is not proper, we use variance inflation factor. vif=1-/(1-r^2). vif= 10 occurs for r^2 around 0.8. we progressively keep eliminating the variables with higher values of vif.  if we go on removing variables with high vif values, we will have some variables with low vif values which have high r^2 square values. we need to remove some variables to eliminate the curse of dimensionality. another method to handle data problems is principal component analysis. principle components are orthogonal to each other. we can find principal components equal to the dimension of data. we transform axis so that transformed axes capture variance of data best. we plot graph of two variables x1 and x2 say. if the points are spread around a straight line passing through origin, this straight line will be a principle component. this line will capture most of the variance. if we create plot % variance explained by each principle component, this is known as elbow curve. based on this curve we eliminate variables. but the problem with this is pc1=c11.x1+c12.x2+.....-linear combination of all variables, where c11,c12,c13,... are called loadings. we have to perform vif first and then use pca. interpretability- after doing pca, y=f(pc) using this we can do prediction or do 'what if analysis'. but it is difficult to explain the results of prediction or what if analysis with pca. because pca are a mathematical representation of variables. we will lose explain ability if we perform pca. vif reduces the features, so we do vif first and see if many features are getting eliminated. then we can do pca if required. pc analysis- dimension reduction, prediction models and visualization. lets consider image data- dimensionality of this data is number of pixels. before pca we might need to normalise the data. mnist data set is a collection of hand written numbers. these have been converted into 28x28 pixels. we want to train a classifier which can recognise numbers. we perform pca on this data and realise that there are 784 variables but only 70-80 are useful. this also results in data reduction. then we can do 2d and 3d plots to visualise this data. pca is mathematically exact. if our idea is to visualise the data effectively we need to tsne. t distribution- derived from gaussian distribution and it is more spread out as compared to gaussian distribution. tsne is a lossy transform, we loose exactness of data and gain relative closeness of data. tsne is lossy transformation, so use it carefully. the process of tsne itself give the structure of data. t-sne is a machine learning algorithm that is used for dimensionality reduction and data visualisation. it works by finding the similarity measures between pairs of instances in higher and lower dimensional spaces and tries to maintain the probability distribution for data samples in lower dimensions same as the probability distribution of data samples in higher dimensions. t-sne- t-distributed stochastic neighbour encoding. "
4,1.0,0.7641626848321251,"sir started with the topic â€œpopulation vs. sampleâ€. sample should be good and representative. probably the two should mean the same thing. using the sample we predict/estimate certain characteristics of the population. 
analysing the entire population to understand its behaviour/characteristics is not feasible both â€“ time wise and money wise. so, we make use of (representative) samples.
attributes
attributes associated with samples as well as population are:
1.	count (frequency)
2.	mode
3.	mean
4.	standard deviation
5.	variance, and many others
operations
operations associated with samples as well as population are:
1.	count
2.	add
3.	subtract
4.	multiply
5.	divide and many others
then sir asked us to make a table which contains attributes and operations associated with each of the four levels of measurement.

using a sample, we can estimate the mean of the population.
attributes associated with the population are known as parameters while those associated with the sample as statistics.
we want to estimate the parameters based on the statistics.
sir then showed us a scatter plot (between sales and advertising expenditure) and presented a case of simple linear regression. simple linear regression has only one predictor.
y is the response variable/dependent variable/label
x is the predictor variable/independent variable/feature
sir was then showing us a scatter plot in which it looked like the points were scattered on the surface of a circular disc. then he pointed out a few things, which are:
1.	simple linear regression is not required in such cases.
2.	it would not be the best possible method in such cases.
3.	but if someone wants to apply it, then it can be applied.
4.	in such a case a point is a better approximation than a line, this can be understood by taking any value of the feature (x) and then by looking at the difference in its actual value at that x and the predicted value.
5.	each point can be considered as a model â€“ although a very naã¯ve one.

now sir started talking about bias which is the value of the y â€“ intercept in the equation obtained by simple linear regression. he said bias is the net some of all un-accounted variables. so, if we develop such a model in which we have taken into account all the variables which affect the dependent variable (y) then we would obtain an equation which would pass through the origin. 

then he said that as the size of the sample which we are using to estimate the population parameters increases the estimates become better. think of this by thinking that if the entire population is the sample, then the estimates would be exactly equal to the parameters, if we decrease the size of this sample by some amount then the new estimates would be lesser good estimates than they were previously. now keeping on decreasing the size of the sample and think about the estimatesâ€™ reliability (it decreases). prediction error would increase.

then sir talked about estimation interval or confidence interval. he said that finding î²0 and î²1 was just the start of machine learning. we need to take into account the error that would be there in our estimation. we have no basis to say that î²0 = î²0p.
then he gave the definition of confidence interval which is that with a% probability we can say that the parameter value will lie in an interval, that interval is known as confidence interval. typically, confidence intervals are of 90% or 95% and sometimes even 99%. 100% confidence interval is the interval from -infinity to +infinity.
then sir talked about how to define the best fit line. now there were four options:
1.	minimize sum of all ei
2.	minimize the sum of squares of all ei.
3.	minimize the sum of perpendicular distance between all pairs of {(xi,,yi) and (xi,yi-bar)}.
4.	minimize the sum of absolute value of all ei.
here ei = yi â€“ (yi-bar)    
(1) is rejected (4) is rejected because we donâ€™t want our solutions to be biased towards any direction so we choose (2).
a professor sir/maâ€™am from iit kanpur has done (3).
now refer sirâ€™s linear regression derivation and from there we see that the equation of the line that is obtained after (2) is such that the point made up of the mean of the labels and features lies on that line.
now for more notes about this class refer class notes, sirâ€™s lecture notes and simple linear regression proof. 
it would be better if one read them from these 3 places."
4,2.0,0.7551417220997811,"in today's lecture, we started the discussion with population vs sample that the sample must be good and representative of the entire population. we use the sample to predict/estimate various attributes of the population.

attributes of population:
1. count (frequency)
2. mode
3. mean
4. median
5. standard deviation
6. variance

operations:
1. count
2. add
3. subtract
4. multiply
5. divide

if these attributes are calculated from the population they are known as parameters and if they are calculated from a sample they are known as statistic.
we want to estimate the parameters based on the statistics.

slr -> simple linear regression:
(it has only one predictor) 

we find the best fit line for the given data in the slr model.
y = b0 + b1x
where, y -> dependent variable, response variable, label
             x -> independent variable, feature, predictor

even a point can be considered as a model - although a very naive model.

here, b0 is called as bias as it accounts for all the other features which we didn't account for in the model.
b0 and b1 are the estimates of the population parameters (i.e. statistics).
since these are calculated from the sample their confidence is very low. so, we need to find a confidence interval containing these estimates in which we can confidently say that the real population parameters would lie in.
on increasing the interval width, the confidence also increases.

we have y(hat) = ax+b, for each data value we define error ei = yi - yi(hat).
now to get the best fit line we need to minimize the errors.
for that taking the sum of all the individual errors won't work as the positive and negative errors might get cancelled leading to zero net error even if the individual error values are large.
to address this issue we can minimize the sum of either |ei| or (ei)^2. 
we prefer the sum of (ei)^2 as:
1. it magnifies the error for a better fit.
2. it doesn't differentiate between different directions.

summation(ei)^2 = summation(yi - yi(hat))^2 
                               = summation (yi - ax -b)^2
here, we can minimize the error by making the derivative of error zero with respect to both a and b to get their values.
we have 'closed form' solution to calculate the values of a and b.
we can also observe from the equations that the point with average values of features as x-coordinate and average values of labels as y-coordinate lies on the best fit line.

b0 and b1 are 'point estimates' so we need to arrive at the possible interval within which these values lie such that there is a very high chance that b0p and b1p (i.e. the population parameters) will lie within these intervals respectively. 
"
4,3.0,0.7352510912354819,"we started by talking about population v/s sample. we consider a sample and determine the various attributes associated with it, like- mean mode, median and based on the values of these attributes, we predict those for our population. so, it is important to consider a sample that is good and represents the population well. the attributes estimated for population are known as parameters, while those calculated using the sample data are called as estimates/ statistics. we talked about the different kinds of attributes that can be associated with the population data. some of these include- mean, median, mode, standard deviation. our goal is to estimate these parameters of the population using the calculated statistics. all levels of measurement can be assigned different attributes of the data, depending on the type of data they account for. for example, nominal level can have the attribute of mode or count(frequency) but assigning the attribute of mean would be completely senseless, as nominal data is qualitative.
then we started discussing simple linear regression. in this model, we fit the data using a line (a simple linear equation with just one independent variable).
we can always use a point to represent any data, but this choice is very naive. so we instead use a simple equation like: y=ax+b where a and b are the estimates of population parameters and x is the independent variable. the y intercept, b here represents the sum total of the effects of all â€˜unknownâ€™ independent variables, which are not considered in the equation. so, as we include more and more independent variables, the value of b would start decreasing. also, depending upon the chosen sample, we can have various values of a and b. so, every sample will have a unique value for a and b. these values- a and b are known as the point estimates of the actual parameters. we can say with 100% confidence that the values of these point estimates do not coincide with the actual parameter values. so, in order to establish a certain level of certainty about the parameter values, we convert the point estimates to interval estimates, thereby giving a confidence interval, within which the population parameters would lie, with a given level of certainty. as the length of confidence interval increases, we become more and more confident that the estimated values resemble the parameter values. now, since different samples would give us different values of the estimates, we need to determine the values, which minimize the error. error for an observation is defined as the difference between the actual value and that obtained by estimating the data set with a line. so, to find the values of a and b, we need to minimize the sum of squares of individual errors. we do this by partially differentiating the expression with respect to a and b separately and by solving the two equations for two unknowns, we get the values of a and b in terms of the means and the mean of squares of the data set values. after getting the values of a and b, we put them in the equation to obtain the best model for the given data set. we consider the squares while minimizing errors instead of simply minimizing their sum as- it magnifies the errors, also it prevents cancellation of the errors, which can result when one point is above the line and other is below. since, we are getting the exact values of a and b, these are known as â€˜closed-form solutionsâ€™.
we do observe that the means of x and y (all observed values) satisfy the equation of the regression line. so, the predicted/ approximated line for the data values, pass through their mean.

"
4,4.0,0.7075170274248951,"today's lecture started off with a discussion about the difference between population and sample. sample is a small subset representing the entire population because gathering data for the entire population can be very difficult. so the sample should be a good representative of the population, and we should be able to predict the population's behaviour from the sample. there are various statistical attributes of data which can be calculated. some of them are frequency, mean, median, mode, std. deviation, variance, etc. if these attributes are calculated for the sample, they are called as statistics, whereas if they are estimated for the population, they are called the parameters. so our main focus with data science and ml is to estimate the parameters from the statistics. 
then we moved on to simple linear regression, where we have only one influencing or independent variable steering our predictions. our model is basically of the form y = ax + b, where x is the independent variable (predictor, feature), y is the dependent variable (response variable, label) and b is the bias term. the bias term accounts for all the unknown variables influencing our predictions. so as and when we bring more and more influencing variables into our model, the bias term keeps on reducing. 
one special thing that sir mentioned today was that a model can be as simple as a point. even a point predictor can be a model, however it may not be relevant for any practical usage and may not represent our data well. 
so a and b are the statistics of the population parameters. we also defined a confidence interval, which is the interval of values within which the parameters lie. the larger the confidence interval, the more confident we can be of the parameter value lying in that interval. then we also talked about minimising the error between our predictions and the actual data value at a given point. we said that the error can be formulated in various ways, but the most optimum way is to consider the sum of the squared errors, as that is something which is least influenced by the sign and the direction of fluctuation, and hence should be the best choice for minimisation. upon doing minimisation, we calculated the values of the statistics a and b. however these were closed form solution which were basically point estimates of the parameters. these estimates might not give us any confidence about the actual parameter values, hence we also need to find a possible interval within which the value of the parameters can exist with a very high probability."
4,5.0,0.7041841710580329,"population and sample were further discussed upon. sample is a good and representative part of the population. sample is used to predict/estimate the population. attributes and operations such as count, mode , median, mean, std. deviation , variance , add, multiply, divide and subtract. different level of measurement were classified on the basis of these attributes and operations. population has parameter(s) while sample has statistic. we estimate parameters on the basis of these statistic. linear data model was discussed upon from the sales vs advt. expenditure . any model can be fitted upon any set of data but it might not be the best fit. even a point can be considered a model although a naive model. as sample size increases the estimation of parameters gets better and better. based on th sample a slr can be fit with the equation y=î²o+î²1 , where î²o is the bias in the data , as the sample size gets closer and closer to the population this bias reduces. bias represents the sum of the effect of all the unknown(unaccounted for) variables. î²o and î²1 are estimates of the population parameters. we can determine confidence intervals around the estimated parameters , the size of the confidence interval depends upon the level of confidence. as the level of confidence increases the confidence interval gets wider and wider. to find the best fit line we equate the sum of squares of errors of data points from the line to 0. we use ei^2 because it does not depend upon the direction gives the euclidean distance rather than the manhattan distance we get in the case of |ei| . upon partial differentiation of the sum of squares of error we get the values of a and b of the equation y=ax + b.
b= mean(y) - a*mean(x) 
a=(mean(xy) - mean(x) * mean(y) )/(mean(xâ²) - (mean(x))â² )
î²o and î²1are point estimates and we need to arrive at the possible interval within which their value lies such that there is a very high chance that î²op and î²1p (i.e the population parameters) will lie within those intervals respectively."
5,1.0,0.7799001312176372,"the lecture continued on the lines of logistic regression and classification ideas, from where we left off. we started off by discussing the error metrics and the confusion matrix. then we were given a demonstration on some sample data on â€˜playground.tensorflow.orgâ€™, which allowed us to play around with data and neural networks. it allowed us to add features to our classification problem. then we moved on to some code for logistic regression. we understood that the score function for a logistic regression model library gives us the accuracy, which we should not believe. we also plotted the confusion matrix for the data, and understood the true positives and true negatives. we then studied the reciever operating characteristics (roc) curve. the roc curve rose vertically at the start and then became horizontal. this should us that for the given dataset, our model first detected all the true positives before starting to detect false positives. ideally, the roc curve is usually shaped in a crescent shape. the roc curve indicates the quality of the classifier, where a sharper roc curve indicates a better model. the logistic_regression function returns the predicted class for an observation, or the probability value associated with it. hence, by changing the threshold between the classes, we can change the quality of the model and check it using the roc curve. the 45 degree line on the roc curve tells us that there is no classification between the points. hence, the flatter the roc curve for our classifier, the worse is our classification model. we also measure the area under the roc curve and call it as auc. for a good classifier, this value is close to 1. the worst classifier is the one with the roc curve the same as the 45 degrees line. hence the worst case auc value is 0.5. the points on the roc curve correspond to different threshold values for the classification. 
we then moved on to data having more than 2 classes, and we realised that sometimes, due to lack of anomalous data, we might not be able to use our classifier. in the entire system of the classifier, some classes may have very low f1-score, which means that they are under-represented and the classifier canâ€™t be relied on for classification of data into that class. each class has itâ€™s own roc curve, and hence a classifier can be good for one class, while being equally bad for another, which can be seen using the roc curve of that class for our classifier. 
then we moved on to clustering, which was a part of unsupervised learning. in this case, our data does not have any labels, and we need to assign labels to the data ourselves based on some characteristics. this assignment becomes a part of eda. we then studied about some clustering algorithms like hierarchical clustering and k-means clustering. for k-means clustering, we need to give the number of clusters as the input, which is difficult to find out just based on visualisation of data. however, in hierarchical clustering, we plot a dendogram and then based on that, we can decide the number of clusters we need. 
in k-means clustering, we first specify the number of desired clusters. then the algorithm starts randomly assigning points to any cluster, and then we find the centroid of each cluster. then we find the distance of each point in a cluster to the centroid of all the clusters. then we reassign each point based on the centroid they are closest to. this process repeats until each point is closest to the centroid of its cluster than any other cluster. it is an o(n^2) algorithm. in this algorithm, the initial assignment also changes our final results. hence, we run the algorithm multiple times and check that for each point, which set was it clustered into multiple times, and hence we decide the final cluster it belongs to. 
hierarchical clustering does not require any initial cluster number. it results in a dendogram, which can help us decide our degree of clustering. it starts by assigning each point as a different cluster. it then gets grouped with other clusters and we get the dendogram. the number of clusters can be decided by where we observe the dendogram. the pair wise distance between each pair of clusters is calculated, and those clusters are grouped, whose distance is less than all the other pairwise distances of those clusters. this goes on till we have just one cluster, giving us the dendogram, and the number of clusters is decided by where we cut the graph. "
5,2.0,0.7581997089363799,"in the lecture, we began by exploring a website called playground.tensorflow.org, which allows users to interactively experiment with machine learning models. on this site, we could select a dataset, choose features, and configure the number and size of hidden layers in the neural network. by pressing the ""run"" button, we could start training the model and observe how each neuron affects the final classification. this provided a clear visual understanding of machine learning processes and helped us build an intuition for model behavior. an interesting point was that even with a single hidden layer and appropriate features, we were able to achieve high classification accuracy on challenging datasets.

next, we discussed logistic regression. in the example code, we didn't implement a train-test split, which is something we should always do to evaluate the model's performance more reliably. we used python's logistic regression library to train the model and evaluated it using the `score` function, which in the case of logistic regression refers to the modelâ€™s accuracy, unlike in linear regression, where it corresponds to the r-squared value. 

we also covered the receiver operating characteristic (roc) curve, which is a graphical representation of a model's performance. the roc curve plots the true positive rate (tpr) against the false positive rate (fpr). a good classifier will classify most examples correctly before starting to make mistakes, which results in a steep increase in tpr with a minimal increase in fpr. we explained that for two classes, we can assume 2d gaussian distributions, each with different means. when the distributions are well separated, the overlap is minimal, leading to fewer misclassifications. however, when the distributions are less well separated, thereâ€™s more overlap, increasing the chance of classification errors. the model calculates the probability of each classification, and by adjusting the threshold, we can compute different tpr and fpr values, which form the roc curve. if the area under the roc curve is 1, the classifier is considered perfect.

following this, we explored multiclass classification. in this case, we calculated the precision, recall, and f1 score for each class. if one of the classes showed particularly low precision, recall, or f1 score, it suggested that the dataset was imbalanced, with too few instances of that class. we also generated multiple roc curves, one for each class, to evaluate the performance across all categories.

the lecture then shifted to clustering, a form of unsupervised learning where we only have feature data (x) and no target variable (y). we learned about key clustering algorithms, such as k-means and hierarchical clustering, and the importance of clustering metrics to evaluate how well the data points are grouped.

in k-means clustering, the number of clusters, k, must be specified beforehand. the algorithm starts by randomly selecting k initial cluster centers. each data point is then assigned to the nearest center, forming the initial clusters. the centers are recalculated as the mean of the points in each cluster, and the process repeats iteratively until the cluster centers no longer change, indicating convergence.

hierarchical clustering, on the other hand, does not require predefining the number of clusters. instead, it focuses on the distance between clusters using a method called linkage. there are several types of linkage, such as single, complete, average, and wardâ€™s method, which define how the distance between clusters is measured. in hierarchical clustering, the process begins with each data point as its own individual cluster. the two clusters with the smallest distance between them are merged, and this process continues iteratively. eventually, all the points are combined into a single cluster. a key feature of hierarchical clustering is that it can be represented visually through a dendrogram, a tree-like diagram that shows the sequence of merges. by cutting the dendrogram at different levels, we can obtain different numbers of clusters and visually inspect how the data points are grouped. this gives us the flexibility to explore clusters at various levels of granularity.

in conclusion, the lecture covered foundational concepts in machine learning, including model evaluation through accuracy and roc curves, as well as clustering techniques like k-means and hierarchical clustering. these topics laid the groundwork for understanding how unsupervised and supervised learning methods work in practice."
5,3.0,0.7377318797977377,"we first revised a few concepts from the previous class. to assess the quality of any classification model, we use the confusion matrix. the confusion matrix gives us the number of points that are correctly identified and those that are incorrectly identified, in a tabulated manner. sir showed us some code for fitting a given data set with a logistic regression model and obtaining the various metrics associated with it. the â€˜scoreâ€™ represents the accuracy in a classification model, just like it represents r in regression. we also found out the true positive rate and the false positive rate. these are key metrics used to evaluate the performance of a classification model. true positive rate measures the fraction of the actual positives that are correctly determined by the model. similarly, false positives represent the proportion of actual negatives that are incorrectly classified as positive.
the receiver operating curve (roc) plots tpr vs fpr. if the curve is nearly vertical, then it means before classifying any points as â€˜false positivesâ€™, all the â€˜true positivesâ€™ have already been identified. on the other hand, if the line is exactly 45 degrees, it means the classification is completely random, or we can say that we are not using any classifier at all. so ideally, we want our plot to be as steep as possible. also, the area under the curve for a good classifier should be as close to 1 as possible. various points along the curve represent different threshold values. as you increase the threshold, the model becomes more stricter and hence, there are lesser chances of obtaining true positives, thereby increasing the false negatives. 
a good classifier is fine until there arenâ€™t any significant overlaps in the data sets. however, if the two sets have significantly high overlap, then no classifier will work well for it.
so, we can improve the quality of our classifier by either transforming the data or creating new and relevant features using feature engineering.
we also looked at yet another metric- â€˜supportâ€™. this represents the total number of observations that are in â€˜supportâ€™ of the class, i.e. the number of observations, that have been classified under that class by the model.
next, we started with â€˜clusteringâ€™. this is another unsupervised learning algorithm. in this, the points in a given data set are clustered and different groups are made among these. this is usually a part of eda and is used to assign labels to unlabeled data. there are two types of models in it- k means clustering and hierarchical clustering. 
in k- means clustering, we have to specify the number of â€˜meansâ€™ or in other words the number of clusters that we want. this is not the case for hierarchical clustering. 
in k- means clustering, all the points are randomly classified first and based on these, a mean value is obtained. using this mean value, the distance between a point and the means of various clusters is calculated and this is done for every point. the point is reassigned to a cluster, whose mean value is closest to the point. the new mean for a cluster is re- calculated based on the new points. then again, the points are reassigned into different clusters. this is repeatedly done, until we reach a step wherein there is no change in the arrangement of the points. this is our final clustering. 
if the initial assignment of the points to various clusters differs, we can get different clusters every time for the same data set. so, we run multiple such algorithms and the final cluster for a point is chosen to be that cluster in which it falls for the maximum number of times. 
hierarchical clustering algorithm considers every point as a cluster in itself, and starts clubbing all the clusters one by one, until it reaches a final single cluster with all the points. this is represented as a dendrogram. the height of the leg of the diagram represents the distance between the two points/clusters. so, hierarchical clustering gives many different clusters, which are combined and recombined to form larger and larger clusters. we can decide upto which point we want the clusters. thatâ€™s it for this class. 
"
5,4.0,0.7020892653380856,"in todayâ€™s class we visit a website named â€œplayground.tensorflow.orgâ€ in which we play among the number of layers or neurons and features to see what kind of classification does it do. next we see some codes related to logistic regression, we see that we canâ€™t rely on just score or accuracy of the model. we have to compare the elements of confusion matrices to see whether it is good model or not. in the code we see two new terms 1) true positive rate - it is calculated as tp / (tp + fn), where tp is the number of true positive and fn is the number of false negative instances.
2)false positive rate - it is calculated as fp/fp+tn, where fp is the number of false positives and tn is the number of true negatives.
next we learnt about the receiver operating characteristics curve (roc) - it tell us that when does the classifier start detecting incorrect false positive. it refers the quality of classifier. for a good classifier the curve should be straight, if the curve gets flatter then it meant that the classifier is randomly classifying without any mathematical function.
we would like a classifier that discriminates between the classes even if it is overlapping. the other part of roc curve is area under curve(auc), it should be close to 1 for a good classifier. if it is close to 0.5 then it is not a good classifier. next we see an example of an imbalanced datasets where we calculate precision, recall value for class 3. other than the precision and recall, support represents the number of actual occurrences of a class in a datasets. examples of imbalance datasets is fraudulent or scams. interesting things is that we can convert regression problem into classification problem by creating bins but vice versa is not possible as it cause data losses. we see the unsupervised method of classification which is â€œclusteringâ€. k-means and hierarchical clusterings are two which we discuss. in k-means we have to specify the number of clusters but in hierarchical clustering we donâ€™t have to specify such things. in hierarchical clustering every data points is assigned to its own unique cluster."
5,5.0,0.7003127775031528,"in today's class, we first started with a website named playground.tensorflow.org in which we had several options of several features and different kinds of data types and we came to our conclusion that by increasing the number of features we can even use the simplest of the model to get the appropriate results that is the correct model. delhi came to know about true positive rate and false positive rate and their formulae. then we discussed the receiver operating characteristic curve which shows when does the classifier start detecting incorrect or the false positives like if the curve is steeply rising in the starting and then when it completely rows then it is turning towards the right then it is accurate rather than when it is less steeply rising or rising like a curve. if we add more features roc will get better this is called feature engineering. auc is the area under the roc curve and when auc is 5 this means that there is no classifier or there is no need of any classifier because it is something like tossing a coin. we used to do like if probability is greater than equal to 0.5 then it is class one otherwise class zero so what happens if we change this probability to 0.4 or 0.3, so for that the different points on the roc curve correspond to these various different thresholds. then using a simple data set we calculated precision and recall of different classes. we can convert a regression problem to a classification problem like if we have heights we can create bins like 2 - 4 feet ,  4 - 6 feet like that. but classification to regression is not possible because data loss happens in such a case. when we started with the clustering which is a kind of unsupervised learning which means that we dont have y value we only have x value. we then learned about king's clustering in which we pre decide the number of clusters and how this mechanism works. then we learned hierarchical clustering in which there is no need to specify the number of clusters and which results in dendrogram."
6,1.0,0.6935867918411467,"logistic regression-
most of terms used here are derived from medical field. we have to assign label to each point based on output. we need to find boundaries which separate regions. expectation algebra - same as discussed in probability course last semster. if we don't have standard deviation of population, we assume that standard deviation of sample is same as that of population. to find the number of bins in a histogram there are different methods such as struges rule, rice rule etc based on what we want to infer from the data. even when there are overlapping clusters, we might need a boundary to separate out non overlapping points, overlapping points are dealt later. 
logistic regression doesn't directly predict the class to which the point belongs, it predicts the probability with which it belongs to a particular class. if the number of classes are two it is simple, if probability of y=1 given x is greater than 0.5.  we need to solve the problem of finding a boundary so that misclassification is minimum. our goal is to minimise the difference between .
calculate the weights wi such that the likelihood of getting the desired targets is maximised given the observations. in training phase input data points xj and the output points yj are known. predicted probability is probability of y given x which is sigmoid of w x + b. if there are two classes, if the predicted probability lies close to 1 then it belongs to class 1. we want to maximise the likelihood of our predicted outcomes being close to the targets. log(l) is known as the log likelihood. minimising likelihood is same as maximising log likelihood. see derivation in slides. apply gradient descent to minimise likelihood. the boundary will be decided based on the flexibility. we have random forest classification and random forest regression. we are give a dataset we have to apply some model and then compare the metrics of both models. we have to create a confusion matrix which contains true positive, false positive , true negatives and false negatives. false negative is more dangerous. false positive might incur some additional costs. accuracy=true positive+ true negative / total.( how many observations you have correctly classified. when there is a data imbalance, there is not much impact on accuracy, so it is not correct measure to compare. precision is of the events that you have predicted how many you have predicted correctly. recall value of a specific class how many could you correctly identify. f1 score is the harmonic mean of precision and recall. other metrics include true positive rate, false positive rate, true negative rate. "
